"species","GO_ID","Term","Ont","GeneRatio","FoldEnrichment","pvalue","p.adjust","Count"
"Spla","GO:0001667","ameboidal-type cell migration","BP","7/123",3.1673153433662,0.00667236789076568,0.066259044024974,7
"Spla","GO:1902936","phosphatidylinositol bisphosphate binding","MF","5/123",4.21114062625775,0.00667962236850616,0.066259044024974,5
"Spla","GO:0051019","mitogen-activated protein kinase binding","MF","3/123",7.73318551367332,0.00668862044520237,0.066259044024974,3
"Spla","GO:0032103","positive regulation of response to external stimulus","BP","6/123",3.5691625447723,0.00674492402917584,0.066259044024974,6
"Spla","GO:0060089","molecular transducer activity","MF","6/123",3.54437669376694,0.00697207914740605,0.066259044024974,6
"Spla","GO:0000786","nucleosome","CC","2/123",15.4663710273466,0.0070341143807732,0.066259044024974,2
"Spla","GO:0001975","response to amphetamine","BP","2/123",15.4663710273466,0.0070341143807732,0.066259044024974,2
"Spla","GO:0005326","neurotransmitter transmembrane transporter activity","MF","2/123",15.4663710273466,0.0070341143807732,0.066259044024974,2
"Spla","GO:0010640","regulation of platelet-derived growth factor receptor signaling pathway","BP","2/123",15.4663710273466,0.0070341143807732,0.066259044024974,2
"Spla","GO:0014059","regulation of dopamine secretion","BP","2/123",15.4663710273466,0.0070341143807732,0.066259044024974,2
"Spla","GO:0031340","positive regulation of vesicle fusion","BP","2/123",15.4663710273466,0.0070341143807732,0.066259044024974,2
"Spla","GO:0034694","response to prostaglandin","BP","2/123",15.4663710273466,0.0070341143807732,0.066259044024974,2
"Spla","GO:0070528","protein kinase C signaling","BP","2/123",15.4663710273466,0.0070341143807732,0.066259044024974,2
"Spla","GO:0090330","regulation of platelet aggregation","BP","2/123",15.4663710273466,0.0070341143807732,0.066259044024974,2
"Spla","GO:1903749","positive regulation of establishment of protein localization to mitochondrion","BP","2/123",15.4663710273466,0.0070341143807732,0.066259044024974,2
"Spla","GO:0050921","positive regulation of chemotaxis","BP","4/123",5.23477173233271,0.00708884968826141,0.066259044024974,4
"Spla","GO:1903037","regulation of leukocyte cell-cell adhesion","BP","4/123",5.23477173233271,0.00708884968826141,0.066259044024974,4
"Spla","GO:0046578","regulation of Ras protein signal transduction","BP","6/123",3.51993271656854,0.00720473711251379,0.0670684877547015,6
"Spla","GO:1903008","organelle disassembly","BP","4/123",5.15545700911555,0.00747889440918812,0.0693387376398413,4
"Spla","GO:0090087","regulation of peptide transport","BP","11/123",2.32187455869596,0.0077895323005284,0.0719275361621373,11
"Spla","GO:0007043","cell-cell junction assembly","BP","4/123",5.07850988957651,0.00788283580307495,0.0722572536144702,4
"Spla","GO:0043178","alcohol binding","MF","3/123",7.29128919860627,0.00788834646446182,0.0722572536144702,3
"Spla","GO:0031334","positive regulation of protein-containing complex assembly","BP","7/123",3.05361684386075,0.00809309371247297,0.073837388850849,7
"Spla","GO:0017156","calcium-ion regulated exocytosis","BP","4/123",5.00382592061215,0.00830087140906722,0.0740614214548366,4
"Spla","GO:0032388","positive regulation of intracellular transport","BP","7/123",3.03803716608595,0.00831297203345682,0.0740614214548366,7
"Spla","GO:0002225","positive regulation of antimicrobial peptide production","BP","2/123",14.1775067750677,0.00837637910777409,0.0740614214548366,2
"Spla","GO:0002760","positive regulation of antimicrobial humoral response","BP","2/123",14.1775067750677,0.00837637910777409,0.0740614214548366,2
"Spla","GO:0002922","positive regulation of humoral immune response","BP","2/123",14.1775067750677,0.00837637910777409,0.0740614214548366,2
"Spla","GO:0007527","adult somatic muscle development","BP","2/123",14.1775067750677,0.00837637910777409,0.0740614214548366,2
"Spla","GO:0032649","regulation of type II interferon production","BP","2/123",14.1775067750677,0.00837637910777409,0.0740614214548366,2
"Spla","GO:0042102","positive regulation of T cell proliferation","BP","2/123",14.1775067750677,0.00837637910777409,0.0740614214548366,2
"Spla","GO:0030276","clathrin binding","MF","3/123",7.08875338753387,0.00853266462970651,0.0751530846231843,3
"Spla","GO:0043488","regulation of mRNA stability","BP","4/123",4.93130670437139,0.00873319449979574,0.0766245800939933,4
"Spla","GO:0005198","structural molecule activity","MF","10/123",2.40296725001148,0.00878906964034654,0.0768204941847083,10
"Spla","GO:0071363","cellular response to growth factor stimulus","BP","8/123",2.74403356936795,0.00882897962788111,0.0768759062655807,8
"Spla","GO:0050920","regulation of chemotaxis","BP","5/123",3.90206608488103,0.00915022154868815,0.0793289179028529,5
"Spla","GO:0010638","positive regulation of organelle organization","BP","12/123",2.17187337830825,0.00917998394945678,0.0793289179028529,12
"Spla","GO:1903034","regulation of response to wounding","BP","5/123",3.86659275683666,0.00949790641955577,0.0817676906044463,5
"Spla","GO:0032355","response to estradiol","BP","4/123",4.79239665636093,0.00964145457489675,0.0826926253802006,4
"Spla","GO:0032069","regulation of nuclease activity","BP","2/123",13.0869293308318,0.00982371460032399,0.0839414419206789,2
"Spla","GO:0070201","regulation of establishment of protein localization","BP","11/123",2.24392193562223,0.00992899169538636,0.0845256170350735,11
"Spla","GO:0015238",NA,NA,"4/123",4.72583559168925,0.0101177563092526,0.0858135627710681,4
"Spla","GO:0098657","import into cell","BP","10/123",2.34986300139244,0.0101915648028417,0.0861206029465223,10
"Spla","GO:0007155","cell adhesion","BP","8/123",2.66870715765981,0.0103429874950115,0.0870788285425598,8
"Spla","GO:0004674","protein serine/threonine kinase activity","MF","9/123",2.46963021243116,0.0107791143402251,0.0903384879205917,9
"Spla","GO:0003712","transcription coregulator activity","MF","8/123",2.64793900857297,0.0108090592533808,0.0903384879205917,8
"Spla","GO:0022610",NA,NA,"8/123",2.62749160310136,0.0112905590397481,0.0933524344887327,8
"Spla","GO:0033160",NA,NA,"2/123",12.1521486643438,0.011373506210636,0.0933524344887327,2
"Spla","GO:0034110","regulation of homotypic cell-cell adhesion","BP","2/123",12.1521486643438,0.011373506210636,0.0933524344887327,2
"Spla","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","BP","2/123",12.1521486643438,0.011373506210636,0.0933524344887327,2
"Spla","GO:1904778","positive regulation of protein localization to cell cortex","BP","2/123",12.1521486643438,0.011373506210636,0.0933524344887327,2
"Spla","GO:0097435","supramolecular fiber organization","BP","9/123",2.4459596353152,0.0114301888146978,0.093482615663064,9
"Spla","GO:0043900",NA,NA,"9/123",2.43816995494796,0.0116536518309573,0.0949710416117162,9
"Spla","GO:0050852","T cell receptor signaling pathway","BP","3/123",6.22427126710291,0.0122102700363347,0.0991543205078245,3
"Spla","GO:0070848","response to growth factor","BP","8/123",2.56800122718208,0.0128305562558613,0.103823229066863,8
"Spla","GO:0030507","spectrin binding","MF","2/123",11.3420054200542,0.0130231853740321,0.104276554218648,2
"Spla","GO:0046635","positive regulation of alpha-beta T cell activation","BP","2/123",11.3420054200542,0.0130231853740321,0.104276554218648,2
"Spla","GO:1903792","negative regulation of monoatomic anion transport","BP","2/123",11.3420054200542,0.0130231853740321,0.104276554218648,2
"Spla","GO:0043487","regulation of RNA stability","BP","4/123",4.36230977694392,0.013296755164421,0.105840482125146,4
"Spla","GO:0043254","regulation of protein-containing complex assembly","BP","9/123",2.38500113973102,0.0133109427301494,0.105840482125146,9
"Spla","GO:0099503","secretory vesicle","CC","12/123",2.06218280364622,0.013459476715835,0.106506289912664,12
"Spla","GO:0008021","synaptic vesicle","CC","5/123",3.54437669376694,0.0134876961024771,0.106506289912664,5
"Spla","GO:1901653","cellular response to peptide","BP","7/123",2.7567374284854,0.0136969170390181,0.107772675011785,7
"Spla","GO:0016788","hydrolase activity, acting on ester bonds","MF","11/123",2.14122527952968,0.01374219262159,0.107772675011785,11
"Spla","GO:0006356","regulation of transcription by RNA polymerase I","BP","3/123",5.93477027793534,0.0138984245507167,0.107889465156411,3
"Spla","GO:0045598","regulation of fat cell differentiation","BP","3/123",5.93477027793534,0.0138984245507167,0.107889465156411,3
"Spla","GO:0070301","cellular response to hydrogen peroxide","BP","3/123",5.93477027793534,0.0138984245507167,0.107889465156411,3
"Spla","GO:0016050","vesicle organization","BP","8/123",2.52044564890093,0.0142276447319969,0.109806453952974,8
"Spla","GO:0003013","circulatory system process","BP","6/123",3.03803716608595,0.0142412737222853,0.109806453952974,6
"Spla","GO:0019221","cytokine-mediated signaling pathway","BP","6/123",3.02006061480733,0.0146275032447145,0.111999417826978,6
"Spla","GO:0002784","regulation of antimicrobial peptide production","BP","2/123",10.6331300813008,0.0147702289011997,0.111999417826978,2
"Spla","GO:0005545","1-phosphatidylinositol binding","MF","2/123",10.6331300813008,0.0147702289011997,0.111999417826978,2
"Spla","GO:0033158",NA,NA,"2/123",10.6331300813008,0.0147702289011997,0.111999417826978,2
"Spla","GO:1904776","regulation of protein localization to cell cortex","BP","2/123",10.6331300813008,0.0147702289011997,0.111999417826978,2
"Spla","GO:0097223",NA,NA,"5/123",3.45792848172384,0.0148757928307928,0.112427609183219,5
"Spla","GO:0006855","xenobiotic transmembrane transport","BP","4/123",4.20074274816822,0.0150998211011223,0.113001929155458,4
"Spla","GO:0036126","sperm flagellum","CC","4/123",4.20074274816822,0.0150998211011223,0.113001929155458,4
"Spla","GO:0051251","positive regulation of lymphocyte activation","BP","4/123",4.20074274816822,0.0150998211011223,0.113001929155458,4
"Spla","GO:0002702","positive regulation of production of molecular mediator of immune response","BP","3/123",5.6710027100271,0.0157127836562007,0.116979207877527,3
"Spla","GO:0070372","regulation of ERK1 and ERK2 cascade","BP","4/123",4.14951417806861,0.0157334480464097,0.116979207877527,4
"Spla","GO:0043405","regulation of MAP kinase activity","BP","6/123",2.95023262371352,0.0162455728323716,0.120395992835375,6
"Spla","GO:1903825","organic acid transmembrane transport","BP","4/123",4.09952003134489,0.0163835975240072,0.120638065369699,4
"Spla","GO:1905039","carboxylic acid transmembrane transport","BP","4/123",4.09952003134489,0.0163835975240072,0.120638065369699,4
"Spla","GO:0050433","regulation of catecholamine secretion","BP","2/123",10.0076518412243,0.0166121582805082,0.120795272366358,2
"Spla","GO:1903214","regulation of protein targeting to mitochondrion","BP","2/123",10.0076518412243,0.0166121582805082,0.120795272366358,2
"Spla","GO:0030672","synaptic vesicle membrane","CC","3/123",5.54772004241782,0.0166676130819824,0.120795272366358,3
"Spla","GO:0099501","exocytic vesicle membrane","CC","3/123",5.54772004241782,0.0166676130819824,0.120795272366358,3
"Spla","GO:0050865","regulation of cell activation","BP","6/123",2.93327726380712,0.0166686926060127,0.120795272366358,6
"Spla","GO:0010001","glial cell differentiation","BP","4/123",4.05071622144793,0.0170503945550032,0.122784287833199,4
"Spla","GO:0034614","cellular response to reactive oxygen species","BP","4/123",4.05071622144793,0.0170503945550032,0.122784287833199,4
"Spla","GO:0034766","negative regulation of monoatomic ion transmembrane transport","BP","3/123",5.42968344577063,0.0176543445948821,0.12607978594106,3
"Spla","GO:0071260","cellular response to mechanical stimulus","BP","3/123",5.42968344577063,0.0176543445948821,0.12607978594106,3
"Spla","GO:0050863","regulation of T cell activation","BP","4/123",4.00306073648972,0.0177339594851311,0.12607978594106,4
"Spla","GO:0097729","9+2 motile cilium","CC","4/123",4.00306073648972,0.0177339594851311,0.12607978594106,4
"Spla","GO:0030424","axon","CC","11/123",2.06104724042835,0.0177833060519486,0.12607978594106,11
"Spla","GO:0002699","positive regulation of immune effector process","BP","4/123",3.95651351862356,0.0184344079861176,0.127542265128134,4
"Spla","GO:0061013","regulation of mRNA catabolic process","BP","4/123",3.95651351862356,0.0184344079861176,0.127542265128134,4
"Spla","GO:0000302","response to reactive oxygen species","BP","5/123",3.27173233270794,0.0184799055360935,0.127542265128134,5
"Spla","GO:0009642","response to light intensity","BP","2/123",9.4516711833785,0.0185465389902483,0.127542265128134,2
"Spla","GO:0009954","proximal/distal pattern formation","BP","2/123",9.4516711833785,0.0185465389902483,0.127542265128134,2
"Spla","GO:0014072","response to isoquinoline alkaloid","BP","2/123",9.4516711833785,0.0185465389902483,0.127542265128134,2
"Spla","GO:0043278","response to morphine","BP","2/123",9.4516711833785,0.0185465389902483,0.127542265128134,2
"Spla","GO:0050856","regulation of T cell receptor signaling pathway","BP","2/123",9.4516711833785,0.0185465389902483,0.127542265128134,2
"Spla","GO:0050974","detection of mechanical stimulus involved in sensory perception","BP","2/123",9.4516711833785,0.0185465389902483,0.127542265128134,2
"Spla","GO:0071526","semaphorin-plexin signaling pathway","BP","2/123",9.4516711833785,0.0185465389902483,0.127542265128134,2
"Spla","GO:0040003","chitin-based cuticle development","BP","3/123",5.31656504065041,0.0186730577282461,0.128027850891268,3
"Spla","GO:0001934","positive regulation of protein phosphorylation","BP","11/123",2.04304682784819,0.0188517059702887,0.128866885587943,11
"Spla","GO:0007269","neurotransmitter secretion","BP","4/123",3.91103635174283,0.0191518510595832,0.129756624042738,4
"Spla","GO:0030658","transport vesicle membrane","CC","4/123",3.91103635174283,0.0191518510595832,0.129756624042738,4
"Spla","GO:0099643","signal release from synapse","BP","4/123",3.91103635174283,0.0191518510595832,0.129756624042738,4
"Spla","GO:0010975","regulation of neuron projection development","BP","10/123",2.12662601626016,0.0193085491665466,0.130432382275492,10
"Spla","GO:0045926","negative regulation of growth","BP","6/123",2.80434199946395,0.0203309818544558,0.136935142490305,6
"Spla","GO:0001933","negative regulation of protein phosphorylation","BP","8/123",2.35474160969983,0.0205607065070815,0.136989403799493,8
"Spla","GO:0043325","phosphatidylinositol-3,4-bisphosphate binding","MF","2/123",8.95421480530595,0.020570979820662,0.136989403799493,2
"Spla","GO:0043536","positive regulation of blood vessel endothelial cell migration","BP","2/123",8.95421480530595,0.020570979820662,0.136989403799493,2
"Spla","GO:0035315","hair cell differentiation","BP","4/123",3.82314789440029,0.0206381416204476,0.136989403799493,4
"Spla","GO:0140030","modification-dependent protein binding","MF","4/123",3.82314789440029,0.0206381416204476,0.136989403799493,4
"Spla","GO:0010770","positive regulation of cell morphogenesis","BP","5/123",3.17406868098532,0.0207777520601098,0.137033517852108,5
"Spla","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","BP","3/123",5.10390243902439,0.0208066622152723,0.137033517852108,3
"Spla","GO:0051056","regulation of small GTPase mediated signal transduction","BP","6/123",2.78901772624284,0.0208243075163902,0.137033517852108,6
"Spla","GO:0097060","synaptic membrane","CC","4/123",3.7806684733514,0.0214071878295913,0.140465501804482,4
