CellName,broad_cell_type,CellTypes
554-3-6,Neural Posterior,Dare_Neural Posterior
555-3-6,Mesoderm,Dare_Mesoderm
560-3-6,Mesoderm,Dare_Mesoderm
561-3-6,Neural Posterior,Dare_Neural Posterior
562-3-6,Neural Anterior,Dare_Neural Anterior
567-3-6,Endoderm,Dare_Endoderm
568-3-6,Neural Posterior,Dare_Neural Posterior
569-3-6,Neural Mid,Dare_Neural Mid
574-3-6,Epidermal,Dare_Epidermal
575-3-6,Neural Posterior,Dare_Neural Posterior
576-3-6,Neural Anterior,Dare_Neural Anterior
581-3-6,Epidermal,Dare_Epidermal
582-3-6,Mesoderm,Dare_Mesoderm
583-3-6,Mesoderm,Dare_Mesoderm
588-3-6,Mesoderm,Dare_Mesoderm
589-3-6,Mesoderm,Dare_Mesoderm
590-3-6,Neural Posterior,Dare_Neural Posterior
595-3-6,Mesoderm,Dare_Mesoderm
596-3-6,Neural Posterior,Dare_Neural Posterior
602-3-6,Neural Anterior,Dare_Neural Anterior
603-3-6,Neural Posterior,Dare_Neural Posterior
604-3-6,Neural Anterior,Dare_Neural Anterior
609-3-6,Mesoderm,Dare_Mesoderm
610-3-6,Neural Mid,Dare_Neural Mid
611-3-6,Neural Posterior,Dare_Neural Posterior
616-3-6,Neural Posterior,Dare_Neural Posterior
617-3-6,Neural Posterior,Dare_Neural Posterior
618-3-6,Neural Anterior,Dare_Neural Anterior
623-3-6,Mesoderm,Dare_Mesoderm
624-3-6,Neural Posterior,Dare_Neural Posterior
625-3-6,Neural Posterior,Dare_Neural Posterior
630-3-6,Mesoderm,Dare_Mesoderm
631-3-6,Endoderm,Dare_Endoderm
632-3-6,Neural Anterior,Dare_Neural Anterior
637-3-6,Neural Crest,Dare_Neural Crest
638-3-6,Neural Anterior,Dare_Neural Anterior
639-3-6,Neural Posterior,Dare_Neural Posterior
644-3-6,Epidermal,Dare_Epidermal
645-3-6,Neural Mid,Dare_Neural Mid
652-3-6,Neural Posterior,Dare_Neural Posterior
653-3-6,Neural Anterior,Dare_Neural Anterior
658-3-6,Neural Mid,Dare_Neural Mid
659-3-6,Mesoderm,Dare_Mesoderm
660-3-6,Neural Posterior,Dare_Neural Posterior
665-3-6,Mesoderm,Dare_Mesoderm
666-3-6,Neural Posterior,Dare_Neural Posterior
667-3-6,Neural Mid,Dare_Neural Mid
672-3-6,Neural Anterior,Dare_Neural Anterior
673-3-6,Neural Posterior,Dare_Neural Posterior
674-3-6,Neural Mid,Dare_Neural Mid
679-3-6,Mesoderm,Dare_Mesoderm
680-3-6,Neural Posterior,Dare_Neural Posterior
681-3-6,Mesoderm,Dare_Mesoderm
686-3-6,Epidermal,Dare_Epidermal
687-3-6,Neural Anterior,Dare_Neural Anterior
688-3-6,Neural Posterior,Dare_Neural Posterior
693-3-6,Epidermal,Dare_Epidermal
694-3-6,Mesoderm,Dare_Mesoderm
695-3-6,Neural Mid,Dare_Neural Mid
700-3-6,Neural Anterior,Dare_Neural Anterior
701-3-6,Mesoderm,Dare_Mesoderm
702-3-6,Neural Posterior,Dare_Neural Posterior
707-3-6,Epidermal,Dare_Epidermal
708-3-6,Neural Posterior,Dare_Neural Posterior
709-3-6,Neural Posterior,Dare_Neural Posterior
714-3-6,Neural Posterior,Dare_Neural Posterior
715-3-6,Neural Anterior,Dare_Neural Anterior
716-3-6,Neural Mid,Dare_Neural Mid
721-3-6,Neural Crest,Dare_Neural Crest
722-3-6,Neural Mid,Dare_Neural Mid
723-3-6,Neural Posterior,Dare_Neural Posterior
728-3-6,Neural Anterior,Dare_Neural Anterior
729-3-6,Neural Mid,Dare_Neural Mid
730-3-6,Neural Posterior,Dare_Neural Posterior
735-3-6,Neural Anterior,Dare_Neural Anterior
736-3-6,Neural Posterior,Dare_Neural Posterior
737-3-6,Neural Posterior,Dare_Neural Posterior
742-3-6,Neural Posterior,Dare_Neural Posterior
743-3-6,Epidermal,Dare_Epidermal
744-3-6,Neural Posterior,Dare_Neural Posterior
749-3-6,Epidermal,Dare_Epidermal
750-3-6,Neural Posterior,Dare_Neural Posterior
751-3-6,Neural Mid,Dare_Neural Mid
756-3-6,Mesoderm,Dare_Mesoderm
757-3-6,Neural Anterior,Dare_Neural Anterior
758-3-6,Epidermal,Dare_Epidermal
763-3-6,Neural Anterior,Dare_Neural Anterior
764-3-6,Neural Posterior,Dare_Neural Posterior
765-3-6,Mesoderm,Dare_Mesoderm
770-3-6,Neural Crest,Dare_Neural Crest
771-3-6,Neural Mid,Dare_Neural Mid
772-3-6,Neural Posterior,Dare_Neural Posterior
777-3-6,Neural Crest,Dare_Neural Crest
778-3-6,Neural Posterior,Dare_Neural Posterior
779-3-6,Neural Posterior,Dare_Neural Posterior
784-3-6,Mesoderm,Dare_Mesoderm
785-3-6,Neural Mid,Dare_Neural Mid
786-3-6,Mesoderm,Dare_Mesoderm
791-3-6,Mesoderm,Dare_Mesoderm
792-3-6,Neural Posterior,Dare_Neural Posterior
793-3-6,Neural Anterior,Dare_Neural Anterior
798-3-6,Neural Anterior,Dare_Neural Anterior
799-3-6,Neural Posterior,Dare_Neural Posterior
800-3-6,Neural Mid,Dare_Neural Mid
805-3-6,Neural Anterior,Dare_Neural Anterior
806-3-6,Neural Mid,Dare_Neural Mid
807-3-6,Neural Posterior,Dare_Neural Posterior
812-3-6,Neural Posterior,Dare_Neural Posterior
813-3-6,Neural Posterior,Dare_Neural Posterior
814-3-6,Neural Posterior,Dare_Neural Posterior
819-3-6,Mesoderm,Dare_Mesoderm
820-3-6,Neural Anterior,Dare_Neural Anterior
821-3-6,Mesoderm,Dare_Mesoderm
826-3-6,Mesoderm,Dare_Mesoderm
827-3-6,Neural Mid,Dare_Neural Mid
828-3-6,Epidermal,Dare_Epidermal
833-3-6,Neural Posterior,Dare_Neural Posterior
834-3-6,Neural Posterior,Dare_Neural Posterior
835-3-6,Neural Posterior,Dare_Neural Posterior
840-3-6,Mesoderm,Dare_Mesoderm
841-3-6,Neural Posterior,Dare_Neural Posterior
842-3-6,Neural Mid,Dare_Neural Mid
847-3-6,Neural Anterior,Dare_Neural Anterior
848-3-6,Neural Posterior,Dare_Neural Posterior
849-3-6,Epidermal,Dare_Epidermal
854-3-6,Neural Anterior,Dare_Neural Anterior
855-3-6,Neural Anterior,Dare_Neural Anterior
856-3-6,Neural Posterior,Dare_Neural Posterior
861-3-6,Neural Anterior,Dare_Neural Anterior
862-3-6,Mesoderm,Dare_Mesoderm
863-3-6,Neural Crest,Dare_Neural Crest
868-3-6,Mesoderm,Dare_Mesoderm
869-3-6,Epidermal,Dare_Epidermal
870-3-6,Neural Posterior,Dare_Neural Posterior
875-3-6,Neural Crest,Dare_Neural Crest
876-3-6,Neural Posterior,Dare_Neural Posterior
877-3-6,Neural Posterior,Dare_Neural Posterior
882-3-6,Neural Anterior,Dare_Neural Anterior
883-3-6,Neural Posterior,Dare_Neural Posterior
884-3-6,Neural Anterior,Dare_Neural Anterior
889-3-6,Neural Posterior,Dare_Neural Posterior
890-3-6,Endoderm,Dare_Endoderm
891-3-6,Neural Anterior,Dare_Neural Anterior
896-3-6,Neural Anterior,Dare_Neural Anterior
897-3-6,Neural Mid,Dare_Neural Mid
903-3-6,Mesoderm,Dare_Mesoderm
904-3-6,Neural Posterior,Dare_Neural Posterior
905-3-6,Neural Posterior,Dare_Neural Posterior
910-3-6,Neural Posterior,Dare_Neural Posterior
911-3-6,Neural Mid,Dare_Neural Mid
912-3-6,Neural Posterior,Dare_Neural Posterior
917-3-6,Neural Anterior,Dare_Neural Anterior
918-3-6,Neural Posterior,Dare_Neural Posterior
919-3-6,Neural Posterior,Dare_Neural Posterior
924-3-6,Neural Anterior,Dare_Neural Anterior
925-3-6,Neural Posterior,Dare_Neural Posterior
931-3-6,Neural Mid,Dare_Neural Mid
932-3-6,Neural Mid,Dare_Neural Mid
933-3-6,Epidermal,Dare_Epidermal
938-3-6,Neural Mid,Dare_Neural Mid
939-3-6,Neural Mid,Dare_Neural Mid
940-3-6,Neural Posterior,Dare_Neural Posterior
945-3-6,Neural Mid,Dare_Neural Mid
946-3-6,Neural Anterior,Dare_Neural Anterior
947-3-6,Neural Posterior,Dare_Neural Posterior
952-3-6,Neural Mid,Dare_Neural Mid
953-3-6,Neural Posterior,Dare_Neural Posterior
954-3-6,Neural Posterior,Dare_Neural Posterior
959-3-6,Neural Posterior,Dare_Neural Posterior
960-3-6,Neural Posterior,Dare_Neural Posterior
961-3-6,Mesoderm,Dare_Mesoderm
965-3-6,Neural Mid,Dare_Neural Mid
966-3-6,Neural Mid,Dare_Neural Mid
967-3-6,Neural Mid,Dare_Neural Mid
971-3-6,Neural Anterior,Dare_Neural Anterior
972-3-6,Neural Mid,Dare_Neural Mid
973-3-6,Neural Posterior,Dare_Neural Posterior
977-3-6,Mesoderm,Dare_Mesoderm
978-3-6,Neural Mid,Dare_Neural Mid
979-3-6,Neural Mid,Dare_Neural Mid
983-3-6,Epidermal,Dare_Epidermal
984-3-6,Neural Anterior,Dare_Neural Anterior
989-3-6,Neural Posterior,Dare_Neural Posterior
990-3-6,Neural Posterior,Dare_Neural Posterior
991-3-6,Neural Posterior,Dare_Neural Posterior
995-3-6,Neural Posterior,Dare_Neural Posterior
996-3-6,Neural Anterior,Dare_Neural Anterior
997-3-6,Neural Anterior,Dare_Neural Anterior
1001-3-6,Neural Mid,Dare_Neural Mid
1002-3-6,Endoderm,Dare_Endoderm
1003-3-6,Neural Anterior,Dare_Neural Anterior
1007-3-6,Neural Crest,Dare_Neural Crest
1008-3-6,Mesoderm,Dare_Mesoderm
1009-3-6,Neural Anterior,Dare_Neural Anterior
1013-3-6,Neural Posterior,Dare_Neural Posterior
1014-3-6,Neural Posterior,Dare_Neural Posterior
1015-3-6,Neural Anterior,Dare_Neural Anterior
1019-3-6,Mesoderm,Dare_Mesoderm
1020-3-6,Neural Mid,Dare_Neural Mid
1021-3-6,Neural Posterior,Dare_Neural Posterior
1025-3-6,Mesoderm,Dare_Mesoderm
1026-3-6,Neural Mid,Dare_Neural Mid
1027-3-6,Epidermal,Dare_Epidermal
1031-3-6,Mesoderm,Dare_Mesoderm
1032-3-6,Neural Anterior,Dare_Neural Anterior
1033-3-6,Neural Crest,Dare_Neural Crest
1037-3-6,Neural Posterior,Dare_Neural Posterior
1038-3-6,Neural Mid,Dare_Neural Mid
1039-3-6,Neural Anterior,Dare_Neural Anterior
1043-3-6,Neural Mid,Dare_Neural Mid
1044-3-6,Neural Mid,Dare_Neural Mid
1045-3-6,Neural Posterior,Dare_Neural Posterior
1049-3-6,Mesoderm,Dare_Mesoderm
1050-3-6,Neural Posterior,Dare_Neural Posterior
1051-3-6,Neural Anterior,Dare_Neural Anterior
1055-3-6,Neural Mid,Dare_Neural Mid
1056-3-6,Neural Mid,Dare_Neural Mid
1057-3-6,Mesoderm,Dare_Mesoderm
1061-3-6,Mesoderm,Dare_Mesoderm
1062-3-6,Mesoderm,Dare_Mesoderm
1063-3-6,Neural Posterior,Dare_Neural Posterior
1067-3-6,Epidermal,Dare_Epidermal
1068-3-6,Neural Posterior,Dare_Neural Posterior
1069-3-6,Neural Anterior,Dare_Neural Anterior
1073-3-6,Neural Posterior,Dare_Neural Posterior
1074-3-6,Neural Mid,Dare_Neural Mid
1075-3-6,Neural Posterior,Dare_Neural Posterior
1079-3-6,Neural Crest,Dare_Neural Crest
1080-3-6,Neural Anterior,Dare_Neural Anterior
1085-3-6,Neural Anterior,Dare_Neural Anterior
1086-3-6,Neural Posterior,Dare_Neural Posterior
1087-3-6,Neural Mid,Dare_Neural Mid
1091-3-6,Neural Posterior,Dare_Neural Posterior
1092-3-6,Neural Mid,Dare_Neural Mid
1093-3-6,Neural Posterior,Dare_Neural Posterior
1097-3-6,Neural Anterior,Dare_Neural Anterior
1098-3-6,Mesoderm,Dare_Mesoderm
1099-3-6,Mesoderm,Dare_Mesoderm
1103-3-6,Neural Crest,Dare_Neural Crest
1104-3-6,Neural Posterior,Dare_Neural Posterior
1105-3-6,Neural Anterior,Dare_Neural Anterior
1109-3-6,Neural Anterior,Dare_Neural Anterior
1110-3-6,Neural Posterior,Dare_Neural Posterior
1111-3-6,Neural Posterior,Dare_Neural Posterior
1115-3-6,Neural Posterior,Dare_Neural Posterior
1116-3-6,Mesoderm,Dare_Mesoderm
1117-3-6,Neural Anterior,Dare_Neural Anterior
1121-3-6,Mesoderm,Dare_Mesoderm
1122-3-6,Neural Posterior,Dare_Neural Posterior
1123-3-6,Epidermal,Dare_Epidermal
1127-3-6,Mesoderm,Dare_Mesoderm
1128-3-6,Mesoderm,Dare_Mesoderm
1129-3-6,Neural Posterior,Dare_Neural Posterior
1133-3-6,Neural Mid,Dare_Neural Mid
1134-3-6,Neural Posterior,Dare_Neural Posterior
1135-3-6,Mesoderm,Dare_Mesoderm
1139-3-6,Epidermal,Dare_Epidermal
1140-3-6,Neural Posterior,Dare_Neural Posterior
1141-3-6,Neural Posterior,Dare_Neural Posterior
1145-3-6,Neural Posterior,Dare_Neural Posterior
1146-3-6,Neural Posterior,Dare_Neural Posterior
1147-3-6,Neural Crest,Dare_Neural Crest
1151-3-6,Neural Mid,Dare_Neural Mid
1152-3-6,Neural Posterior,Dare_Neural Posterior
1153-3-6,Neural Mid,Dare_Neural Mid
1157-3-6,Neural Posterior,Dare_Neural Posterior
1158-3-6,Neural Posterior,Dare_Neural Posterior
1159-3-6,Neural Posterior,Dare_Neural Posterior
1163-3-6,Neural Anterior,Dare_Neural Anterior
1164-3-6,Neural Posterior,Dare_Neural Posterior
1165-3-6,Neural Anterior,Dare_Neural Anterior
1169-3-6,Neural Anterior,Dare_Neural Anterior
1170-3-6,Mesoderm,Dare_Mesoderm
1175-3-6,Mesoderm,Dare_Mesoderm
1176-3-6,Neural Mid,Dare_Neural Mid
1177-3-6,Neural Anterior,Dare_Neural Anterior
1181-3-6,Mesoderm,Dare_Mesoderm
1182-3-6,Neural Anterior,Dare_Neural Anterior
1183-3-6,Neural Anterior,Dare_Neural Anterior
1187-3-6,Mesoderm,Dare_Mesoderm
1188-3-6,Neural Posterior,Dare_Neural Posterior
1189-3-6,Neural Posterior,Dare_Neural Posterior
1193-3-6,Neural Posterior,Dare_Neural Posterior
1194-3-6,Epidermal,Dare_Epidermal
1199-3-6,Neural Mid,Dare_Neural Mid
1200-3-6,Neural Posterior,Dare_Neural Posterior
1201-3-6,Neural Mid,Dare_Neural Mid
1205-3-6,Neural Crest,Dare_Neural Crest
1206-3-6,Epidermal,Dare_Epidermal
1207-3-6,Neural Mid,Dare_Neural Mid
1211-3-6,Neural Mid,Dare_Neural Mid
1212-3-6,Epidermal,Dare_Epidermal
1213-3-6,Neural Anterior,Dare_Neural Anterior
1217-3-6,Neural Mid,Dare_Neural Mid
1218-3-6,Neural Posterior,Dare_Neural Posterior
1219-3-6,Neural Mid,Dare_Neural Mid
1223-3-6,Mesoderm,Dare_Mesoderm
1224-3-6,Neural Mid,Dare_Neural Mid
1225-3-6,Neural Mid,Dare_Neural Mid
1229-3-6,Neural Anterior,Dare_Neural Anterior
1230-3-6,Neural Posterior,Dare_Neural Posterior
1231-3-6,Neural Anterior,Dare_Neural Anterior
1235-3-6,Neural Anterior,Dare_Neural Anterior
1236-3-6,Epidermal,Dare_Epidermal
1237-3-6,Neural Anterior,Dare_Neural Anterior
1241-3-6,Mesoderm,Dare_Mesoderm
1242-3-6,Neural Posterior,Dare_Neural Posterior
1247-3-6,Mesoderm,Dare_Mesoderm
1248-3-6,Neural Anterior,Dare_Neural Anterior
1249-3-6,Neural Anterior,Dare_Neural Anterior
1253-3-6,Mesoderm,Dare_Mesoderm
1254-3-6,Neural Mid,Dare_Neural Mid
1255-3-6,Neural Anterior,Dare_Neural Anterior
1259-3-6,Mesoderm,Dare_Mesoderm
1260-3-6,Neural Posterior,Dare_Neural Posterior
1261-3-6,Neural Mid,Dare_Neural Mid
1265-3-6,Neural Anterior,Dare_Neural Anterior
1266-3-6,Neural Mid,Dare_Neural Mid
1267-3-6,Mesoderm,Dare_Mesoderm
1271-3-6,Neural Anterior,Dare_Neural Anterior
1272-3-6,Neural Anterior,Dare_Neural Anterior
1277-3-6,Neural Anterior,Dare_Neural Anterior
1278-3-6,Neural Posterior,Dare_Neural Posterior
1279-3-6,Epidermal,Dare_Epidermal
1283-3-6,Neural Anterior,Dare_Neural Anterior
1284-3-6,Neural Mid,Dare_Neural Mid
1285-3-6,Mesoderm,Dare_Mesoderm
1289-3-6,Neural Posterior,Dare_Neural Posterior
1290-3-6,Neural Posterior,Dare_Neural Posterior
1291-3-6,Mesoderm,Dare_Mesoderm
1295-3-6,Neural Mid,Dare_Neural Mid
1296-3-6,Neural Posterior,Dare_Neural Posterior
1297-3-6,Mesoderm,Dare_Mesoderm
1301-3-6,Mesoderm,Dare_Mesoderm
1302-3-6,Mesoderm,Dare_Mesoderm
1307-3-6,Mesoderm,Dare_Mesoderm
1308-3-6,Mesoderm,Dare_Mesoderm
1309-3-6,Neural Anterior,Dare_Neural Anterior
1313-3-6,Neural Anterior,Dare_Neural Anterior
1314-3-6,Neural Mid,Dare_Neural Mid
1319-3-6,Neural Anterior,Dare_Neural Anterior
1320-3-6,Neural Posterior,Dare_Neural Posterior
1321-3-6,Epidermal,Dare_Epidermal
1325-3-6,Neural Anterior,Dare_Neural Anterior
1326-3-6,Neural Posterior,Dare_Neural Posterior
1331-3-6,Neural Anterior,Dare_Neural Anterior
1332-3-6,Neural Anterior,Dare_Neural Anterior
1333-3-6,Neural Anterior,Dare_Neural Anterior
1337-3-6,Neural Posterior,Dare_Neural Posterior
1338-3-6,Neural Anterior,Dare_Neural Anterior
1339-3-6,Neural Posterior,Dare_Neural Posterior
1343-3-6,Neural Anterior,Dare_Neural Anterior
1344-3-6,Neural Anterior,Dare_Neural Anterior
1345-3-6,Neural Posterior,Dare_Neural Posterior
1349-3-6,Neural Anterior,Dare_Neural Anterior
1350-3-6,Neural Anterior,Dare_Neural Anterior
1351-3-6,Neural Anterior,Dare_Neural Anterior
1355-3-6,Neural Anterior,Dare_Neural Anterior
1356-3-6,Neural Mid,Dare_Neural Mid
1357-3-6,Neural Anterior,Dare_Neural Anterior
1361-3-6,Neural Anterior,Dare_Neural Anterior
1362-3-6,Neural Posterior,Dare_Neural Posterior
1363-3-6,Neural Anterior,Dare_Neural Anterior
1367-3-6,Mesoderm,Dare_Mesoderm
1368-3-6,Neural Anterior,Dare_Neural Anterior
1369-3-6,Mesoderm,Dare_Mesoderm
1373-3-6,Neural Anterior,Dare_Neural Anterior
1374-3-6,Neural Anterior,Dare_Neural Anterior
1375-3-6,Neural Anterior,Dare_Neural Anterior
1379-3-6,Mesoderm,Dare_Mesoderm
1380-3-6,Neural Posterior,Dare_Neural Posterior
1385-3-6,Neural Posterior,Dare_Neural Posterior
1386-3-6,Neural Anterior,Dare_Neural Anterior
1391-3-6,Neural Posterior,Dare_Neural Posterior
1392-3-6,Neural Anterior,Dare_Neural Anterior
1393-3-6,Neural Crest,Dare_Neural Crest
1397-3-6,Neural Posterior,Dare_Neural Posterior
1398-3-6,Mesoderm,Dare_Mesoderm
1403-3-6,Neural Posterior,Dare_Neural Posterior
1404-3-6,Neural Crest,Dare_Neural Crest
1409-3-6,Endoderm,Dare_Endoderm
1410-3-6,Epidermal,Dare_Epidermal
1411-3-6,Neural Mid,Dare_Neural Mid
1415-3-6,Neural Crest,Dare_Neural Crest
1416-3-6,Neural Mid,Dare_Neural Mid
1421-3-6,Mesoderm,Dare_Mesoderm
1422-3-6,Neural Posterior,Dare_Neural Posterior
1423-3-6,Mesoderm,Dare_Mesoderm
1427-3-6,Mesoderm,Dare_Mesoderm
1428-3-6,Neural Anterior,Dare_Neural Anterior
1433-3-6,Neural Posterior,Dare_Neural Posterior
1434-3-6,Endoderm,Dare_Endoderm
1439-3-6,Epidermal,Dare_Epidermal
1441-3-6,Neural Posterior,Dare_Neural Posterior
1445-3-6,Neural Anterior,Dare_Neural Anterior
1446-3-6,Neural Mid,Dare_Neural Mid
1447-3-6,Neural Anterior,Dare_Neural Anterior
1451-3-6,Neural Crest,Dare_Neural Crest
1452-3-6,Neural Posterior,Dare_Neural Posterior
1453-3-6,Epidermal,Dare_Epidermal
1457-3-6,Neural Crest,Dare_Neural Crest
1458-3-6,Neural Posterior,Dare_Neural Posterior
1459-3-6,Neural Mid,Dare_Neural Mid
1463-3-6,Mesoderm,Dare_Mesoderm
1464-3-6,Neural Mid,Dare_Neural Mid
1465-3-6,Neural Posterior,Dare_Neural Posterior
1469-3-6,Neural Posterior,Dare_Neural Posterior
1470-3-6,Epidermal,Dare_Epidermal
1475-3-6,Epidermal,Dare_Epidermal
1476-3-6,Neural Posterior,Dare_Neural Posterior
1477-3-6,Neural Posterior,Dare_Neural Posterior
1481-3-6,Neural Anterior,Dare_Neural Anterior
1482-3-6,Neural Posterior,Dare_Neural Posterior
1487-3-6,Neural Posterior,Dare_Neural Posterior
1488-3-6,Neural Anterior,Dare_Neural Anterior
1493-3-6,Neural Anterior,Dare_Neural Anterior
1494-3-6,Neural Posterior,Dare_Neural Posterior
1499-3-6,Epidermal,Dare_Epidermal
1500-3-6,Neural Anterior,Dare_Neural Anterior
1501-3-6,Neural Posterior,Dare_Neural Posterior
1505-3-6,Neural Posterior,Dare_Neural Posterior
1506-3-6,Neural Anterior,Dare_Neural Anterior
1511-3-6,Neural Anterior,Dare_Neural Anterior
1512-3-6,Neural Posterior,Dare_Neural Posterior
1517-3-6,Mesoderm,Dare_Mesoderm
1518-3-6,Neural Mid,Dare_Neural Mid
1523-3-6,Mesoderm,Dare_Mesoderm
1524-3-6,Neural Posterior,Dare_Neural Posterior
1529-3-6,Epidermal,Dare_Epidermal
1530-3-6,Neural Mid,Dare_Neural Mid
1531-3-6,Neural Anterior,Dare_Neural Anterior
1535-3-6,Neural Anterior,Dare_Neural Anterior
1536-3-6,Neural Posterior,Dare_Neural Posterior
1537-3-6,Mesoderm,Dare_Mesoderm
1542-3-6,Neural Posterior,Dare_Neural Posterior
1547-3-6,Neural Posterior,Dare_Neural Posterior
1548-3-6,Neural Mid,Dare_Neural Mid
1549-3-6,Mesoderm,Dare_Mesoderm
1553-3-6,Neural Mid,Dare_Neural Mid
1554-3-6,Neural Posterior,Dare_Neural Posterior
1559-3-6,Neural Anterior,Dare_Neural Anterior
1560-3-6,Mesoderm,Dare_Mesoderm
1561-3-6,Neural Anterior,Dare_Neural Anterior
1565-3-6,Neural Mid,Dare_Neural Mid
1566-3-6,Neural Mid,Dare_Neural Mid
1571-3-6,Neural Posterior,Dare_Neural Posterior
1572-3-6,Neural Posterior,Dare_Neural Posterior
1577-3-6,Neural Posterior,Dare_Neural Posterior
1578-3-6,Neural Mid,Dare_Neural Mid
1579-3-6,Neural Anterior,Dare_Neural Anterior
1583-3-6,Neural Anterior,Dare_Neural Anterior
1584-3-6,Mesoderm,Dare_Mesoderm
1589-3-6,Neural Anterior,Dare_Neural Anterior
1590-3-6,Neural Posterior,Dare_Neural Posterior
1595-3-6,Neural Anterior,Dare_Neural Anterior
1596-3-6,Neural Mid,Dare_Neural Mid
1597-3-6,Neural Mid,Dare_Neural Mid
1601-3-6,Neural Mid,Dare_Neural Mid
1602-3-6,Neural Anterior,Dare_Neural Anterior
1607-3-6,Neural Anterior,Dare_Neural Anterior
1608-3-6,Neural Anterior,Dare_Neural Anterior
1613-3-6,Mesoderm,Dare_Mesoderm
1614-3-6,Endoderm,Dare_Endoderm
1619-3-6,Neural Crest,Dare_Neural Crest
1620-3-6,Neural Mid,Dare_Neural Mid
1625-3-6,Neural Anterior,Dare_Neural Anterior
1626-3-6,Neural Posterior,Dare_Neural Posterior
1631-3-6,Neural Anterior,Dare_Neural Anterior
1632-3-6,Mesoderm,Dare_Mesoderm
1637-3-6,Neural Mid,Dare_Neural Mid
1638-3-6,Mesoderm,Dare_Mesoderm
1643-3-6,Neural Anterior,Dare_Neural Anterior
1644-3-6,Neural Posterior,Dare_Neural Posterior
1649-3-6,Epidermal,Dare_Epidermal
1650-3-6,Mesoderm,Dare_Mesoderm
1655-3-6,Neural Anterior,Dare_Neural Anterior
1656-3-6,Neural Posterior,Dare_Neural Posterior
1661-3-6,Mesoderm,Dare_Mesoderm
1662-3-6,Neural Posterior,Dare_Neural Posterior
1667-3-6,Epidermal,Dare_Epidermal
1668-3-6,Neural Posterior,Dare_Neural Posterior
1673-3-6,Mesoderm,Dare_Mesoderm
1674-3-6,Neural Posterior,Dare_Neural Posterior
1675-3-6,Neural Mid,Dare_Neural Mid
1679-3-6,Mesoderm,Dare_Mesoderm
1680-3-6,Neural Posterior,Dare_Neural Posterior
1685-3-6,Neural Crest,Dare_Neural Crest
1686-3-6,Endoderm,Dare_Endoderm
1691-3-6,Neural Crest,Dare_Neural Crest
1692-3-6,Epidermal,Dare_Epidermal
1697-3-6,Mesoderm,Dare_Mesoderm
1698-3-6,Endoderm,Dare_Endoderm
1703-3-6,Neural Anterior,Dare_Neural Anterior
1704-3-6,Neural Mid,Dare_Neural Mid
1709-3-6,Neural Posterior,Dare_Neural Posterior
1710-3-6,Neural Posterior,Dare_Neural Posterior
1715-3-6,Neural Anterior,Dare_Neural Anterior
1716-3-6,Mesoderm,Dare_Mesoderm
1717-3-6,Mesoderm,Dare_Mesoderm
1721-3-6,Neural Mid,Dare_Neural Mid
1722-3-6,Neural Posterior,Dare_Neural Posterior
1723-3-6,Neural Posterior,Dare_Neural Posterior
1727-3-6,Neural Posterior,Dare_Neural Posterior
1728-3-6,Neural Posterior,Dare_Neural Posterior
1733-3-6,Mesoderm,Dare_Mesoderm
1734-3-6,Neural Anterior,Dare_Neural Anterior
1739-3-6,Neural Anterior,Dare_Neural Anterior
1740-3-6,Mesoderm,Dare_Mesoderm
1741-3-6,Neural Posterior,Dare_Neural Posterior
1745-3-6,Neural Mid,Dare_Neural Mid
1746-3-6,Neural Anterior,Dare_Neural Anterior
1751-3-6,Neural Anterior,Dare_Neural Anterior
1752-3-6,Neural Posterior,Dare_Neural Posterior
1757-3-6,Epidermal,Dare_Epidermal
1758-3-6,Mesoderm,Dare_Mesoderm
1763-3-6,Neural Anterior,Dare_Neural Anterior
1764-3-6,Neural Posterior,Dare_Neural Posterior
1769-3-6,Mesoderm,Dare_Mesoderm
1770-3-6,Neural Posterior,Dare_Neural Posterior
1775-3-6,Neural Crest,Dare_Neural Crest
1776-3-6,Neural Posterior,Dare_Neural Posterior
1781-3-6,Neural Posterior,Dare_Neural Posterior
1782-3-6,Neural Anterior,Dare_Neural Anterior
1787-3-6,Neural Posterior,Dare_Neural Posterior
1788-3-6,Neural Mid,Dare_Neural Mid
1793-3-6,Neural Mid,Dare_Neural Mid
1794-3-6,Mesoderm,Dare_Mesoderm
1799-3-6,Neural Posterior,Dare_Neural Posterior
1800-3-6,Epidermal,Dare_Epidermal
1805-3-6,Neural Mid,Dare_Neural Mid
1806-3-6,Mesoderm,Dare_Mesoderm
1811-3-6,Neural Posterior,Dare_Neural Posterior
1812-3-6,Neural Posterior,Dare_Neural Posterior
1817-3-6,Neural Mid,Dare_Neural Mid
1818-3-6,Neural Anterior,Dare_Neural Anterior
1823-3-6,Neural Posterior,Dare_Neural Posterior
1824-3-6,Mesoderm,Dare_Mesoderm
1829-3-6,Neural Posterior,Dare_Neural Posterior
1830-3-6,Neural Posterior,Dare_Neural Posterior
1835-3-6,Neural Anterior,Dare_Neural Anterior
1836-3-6,Epidermal,Dare_Epidermal
1841-3-6,Neural Anterior,Dare_Neural Anterior
1842-3-6,Neural Mid,Dare_Neural Mid
1847-3-6,Neural Mid,Dare_Neural Mid
1848-3-6,Endoderm,Dare_Endoderm
1853-3-6,Neural Anterior,Dare_Neural Anterior
