CellName,broad_cell_type,CellTypes
1183-0-6,Neural Posterior,Dare_Neural Posterior
1188-0-6,Mesoderm,Dare_Mesoderm
1189-0-6,Neural Mid,Dare_Neural Mid
1194-0-6,Neural Anterior,Dare_Neural Anterior
1195-0-6,Neural Mid,Dare_Neural Mid
1200-0-6,Neural Crest,Dare_Neural Crest
1201-0-6,Neural Posterior,Dare_Neural Posterior
1202-0-6,Mesoderm,Dare_Mesoderm
1206-0-6,Neural Anterior,Dare_Neural Anterior
1207-0-6,Neural Mid,Dare_Neural Mid
1208-0-6,Neural Mid,Dare_Neural Mid
1212-0-6,Neural Anterior,Dare_Neural Anterior
1213-0-6,Neural Mid,Dare_Neural Mid
1218-0-6,Neural Anterior,Dare_Neural Anterior
1219-0-6,Neural Posterior,Dare_Neural Posterior
1224-0-6,Mesoderm,Dare_Mesoderm
1225-0-6,Epidermal,Dare_Epidermal
1226-0-6,Neural Anterior,Dare_Neural Anterior
1230-0-6,Mesoderm,Dare_Mesoderm
1231-0-6,Neural Anterior,Dare_Neural Anterior
1232-0-6,Neural Anterior,Dare_Neural Anterior
1236-0-6,Neural Anterior,Dare_Neural Anterior
1237-0-6,Neural Anterior,Dare_Neural Anterior
1238-0-6,Neural Anterior,Dare_Neural Anterior
1242-0-6,Neural Anterior,Dare_Neural Anterior
1243-0-6,Neural Mid,Dare_Neural Mid
1248-0-6,Mesoderm,Dare_Mesoderm
1249-0-6,Neural Posterior,Dare_Neural Posterior
1250-0-6,Neural Anterior,Dare_Neural Anterior
1254-0-6,Mesoderm,Dare_Mesoderm
1255-0-6,Neural Anterior,Dare_Neural Anterior
1260-0-6,Neural Posterior,Dare_Neural Posterior
1261-0-6,Neural Posterior,Dare_Neural Posterior
1266-0-6,Epidermal,Dare_Epidermal
1267-0-6,Neural Posterior,Dare_Neural Posterior
1268-0-6,Neural Posterior,Dare_Neural Posterior
1272-0-6,Neural Anterior,Dare_Neural Anterior
1273-0-6,Neural Posterior,Dare_Neural Posterior
1274-0-6,Mesoderm,Dare_Mesoderm
1278-0-6,Neural Anterior,Dare_Neural Anterior
1279-0-6,Neural Posterior,Dare_Neural Posterior
1284-0-6,Neural Posterior,Dare_Neural Posterior
1285-0-6,Endoderm,Dare_Endoderm
1290-0-6,Neural Anterior,Dare_Neural Anterior
1291-0-6,Neural Posterior,Dare_Neural Posterior
1292-0-6,Neural Anterior,Dare_Neural Anterior
1296-0-6,Neural Posterior,Dare_Neural Posterior
1297-0-6,Neural Mid,Dare_Neural Mid
1302-0-6,Neural Anterior,Dare_Neural Anterior
1303-0-6,Neural Mid,Dare_Neural Mid
1304-0-6,Neural Mid,Dare_Neural Mid
1308-0-6,Neural Anterior,Dare_Neural Anterior
1309-0-6,Neural Mid,Dare_Neural Mid
1314-0-6,Neural Posterior,Dare_Neural Posterior
1315-0-6,Mesoderm,Dare_Mesoderm
1316-0-6,Neural Posterior,Dare_Neural Posterior
1320-0-6,Mesoderm,Dare_Mesoderm
1321-0-6,Neural Posterior,Dare_Neural Posterior
1326-0-6,Neural Anterior,Dare_Neural Anterior
1327-0-6,Neural Posterior,Dare_Neural Posterior
1332-0-6,Mesoderm,Dare_Mesoderm
1333-0-6,Neural Posterior,Dare_Neural Posterior
1338-0-6,Neural Anterior,Dare_Neural Anterior
1339-0-6,Mesoderm,Dare_Mesoderm
1344-0-6,Neural Anterior,Dare_Neural Anterior
1345-0-6,Mesoderm,Dare_Mesoderm
1350-0-6,Neural Mid,Dare_Neural Mid
1351-0-6,Neural Posterior,Dare_Neural Posterior
1356-0-6,Neural Anterior,Dare_Neural Anterior
1357-0-6,Neural Posterior,Dare_Neural Posterior
1362-0-6,Mesoderm,Dare_Mesoderm
1363-0-6,Neural Mid,Dare_Neural Mid
1368-0-6,Neural Anterior,Dare_Neural Anterior
1369-0-6,Epidermal,Dare_Epidermal
1374-0-6,Neural Anterior,Dare_Neural Anterior
1375-0-6,Neural Anterior,Dare_Neural Anterior
1380-0-6,Neural Mid,Dare_Neural Mid
1381-0-6,Neural Posterior,Dare_Neural Posterior
1386-0-6,Mesoderm,Dare_Mesoderm
1387-0-6,Neural Mid,Dare_Neural Mid
1392-0-6,Mesoderm,Dare_Mesoderm
1393-0-6,Epidermal,Dare_Epidermal
1398-0-6,Neural Anterior,Dare_Neural Anterior
1399-0-6,Neural Anterior,Dare_Neural Anterior
1404-0-6,Neural Anterior,Dare_Neural Anterior
1405-0-6,Neural Posterior,Dare_Neural Posterior
1406-0-6,Neural Crest,Dare_Neural Crest
1410-0-6,Neural Crest,Dare_Neural Crest
1411-0-6,Neural Posterior,Dare_Neural Posterior
1416-0-6,Mesoderm,Dare_Mesoderm
1417-0-6,Neural Posterior,Dare_Neural Posterior
1422-0-6,Neural Anterior,Dare_Neural Anterior
1423-0-6,Neural Posterior,Dare_Neural Posterior
1428-0-6,Neural Anterior,Dare_Neural Anterior
1429-0-6,Neural Anterior,Dare_Neural Anterior
1434-0-6,Neural Posterior,Dare_Neural Posterior
1435-0-6,Epidermal,Dare_Epidermal
1440-0-6,Neural Anterior,Dare_Neural Anterior
1441-0-6,Mesoderm,Dare_Mesoderm
1446-0-6,Neural Posterior,Dare_Neural Posterior
1447-0-6,Neural Posterior,Dare_Neural Posterior
1452-0-6,Neural Anterior,Dare_Neural Anterior
1453-0-6,Neural Mid,Dare_Neural Mid
1457-0-6,Neural Anterior,Dare_Neural Anterior
1458-0-6,Neural Mid,Dare_Neural Mid
1462-0-6,Neural Anterior,Dare_Neural Anterior
1463-0-6,Neural Mid,Dare_Neural Mid
1467-0-6,Neural Anterior,Dare_Neural Anterior
1468-0-6,Neural Posterior,Dare_Neural Posterior
1472-0-6,Neural Posterior,Dare_Neural Posterior
1473-0-6,Neural Posterior,Dare_Neural Posterior
1477-0-6,Neural Mid,Dare_Neural Mid
1478-0-6,Neural Posterior,Dare_Neural Posterior
1482-0-6,Neural Anterior,Dare_Neural Anterior
1483-0-6,Neural Posterior,Dare_Neural Posterior
1487-0-6,Mesoderm,Dare_Mesoderm
1488-0-6,Epidermal,Dare_Epidermal
1492-0-6,Mesoderm,Dare_Mesoderm
1493-0-6,Mesoderm,Dare_Mesoderm
1497-0-6,Neural Posterior,Dare_Neural Posterior
1498-0-6,Neural Mid,Dare_Neural Mid
1499-0-6,Mesoderm,Dare_Mesoderm
1502-0-6,Mesoderm,Dare_Mesoderm
1503-0-6,Neural Posterior,Dare_Neural Posterior
1507-0-6,Neural Anterior,Dare_Neural Anterior
1508-0-6,Neural Posterior,Dare_Neural Posterior
1512-0-6,Neural Anterior,Dare_Neural Anterior
1513-0-6,Neural Posterior,Dare_Neural Posterior
1517-0-6,Mesoderm,Dare_Mesoderm
1518-0-6,Neural Posterior,Dare_Neural Posterior
1522-0-6,Neural Posterior,Dare_Neural Posterior
1523-0-6,Neural Mid,Dare_Neural Mid
1527-0-6,Mesoderm,Dare_Mesoderm
1528-0-6,Neural Mid,Dare_Neural Mid
1532-0-6,Mesoderm,Dare_Mesoderm
1533-0-6,Neural Anterior,Dare_Neural Anterior
1537-0-6,Neural Anterior,Dare_Neural Anterior
1538-0-6,Neural Posterior,Dare_Neural Posterior
1542-0-6,Neural Anterior,Dare_Neural Anterior
1543-0-6,Neural Posterior,Dare_Neural Posterior
1547-0-6,Neural Posterior,Dare_Neural Posterior
1548-0-6,Neural Posterior,Dare_Neural Posterior
1552-0-6,Mesoderm,Dare_Mesoderm
1553-0-6,Neural Anterior,Dare_Neural Anterior
1557-0-6,Epidermal,Dare_Epidermal
1558-0-6,Neural Posterior,Dare_Neural Posterior
1559-0-6,Neural Mid,Dare_Neural Mid
1562-0-6,Neural Anterior,Dare_Neural Anterior
1563-0-6,Epidermal,Dare_Epidermal
1567-0-6,Epidermal,Dare_Epidermal
1568-0-6,Neural Anterior,Dare_Neural Anterior
1572-0-6,Neural Anterior,Dare_Neural Anterior
1573-0-6,Neural Posterior,Dare_Neural Posterior
1577-0-6,Mesoderm,Dare_Mesoderm
1578-0-6,Neural Anterior,Dare_Neural Anterior
1582-0-6,Neural Mid,Dare_Neural Mid
1583-0-6,Neural Posterior,Dare_Neural Posterior
1587-0-6,Neural Posterior,Dare_Neural Posterior
1588-0-6,Neural Posterior,Dare_Neural Posterior
1592-0-6,Neural Posterior,Dare_Neural Posterior
1593-0-6,Neural Posterior,Dare_Neural Posterior
1597-0-6,Mesoderm,Dare_Mesoderm
1598-0-6,Endoderm,Dare_Endoderm
1602-0-6,Neural Anterior,Dare_Neural Anterior
1603-0-6,Neural Posterior,Dare_Neural Posterior
1607-0-6,Neural Posterior,Dare_Neural Posterior
1608-0-6,Neural Anterior,Dare_Neural Anterior
1612-0-6,Neural Anterior,Dare_Neural Anterior
1613-0-6,Neural Anterior,Dare_Neural Anterior
1617-0-6,Neural Mid,Dare_Neural Mid
1618-0-6,Epidermal,Dare_Epidermal
1622-0-6,Mesoderm,Dare_Mesoderm
1623-0-6,Neural Anterior,Dare_Neural Anterior
1627-0-6,Neural Mid,Dare_Neural Mid
1628-0-6,Epidermal,Dare_Epidermal
1633-0-6,Neural Mid,Dare_Neural Mid
1637-0-6,Neural Posterior,Dare_Neural Posterior
1638-0-6,Neural Posterior,Dare_Neural Posterior
1642-0-6,Neural Posterior,Dare_Neural Posterior
1643-0-6,Neural Posterior,Dare_Neural Posterior
1647-0-6,Mesoderm,Dare_Mesoderm
1648-0-6,Neural Posterior,Dare_Neural Posterior
1652-0-6,Neural Anterior,Dare_Neural Anterior
1653-0-6,Neural Mid,Dare_Neural Mid
1657-0-6,Mesoderm,Dare_Mesoderm
1658-0-6,Neural Posterior,Dare_Neural Posterior
1662-0-6,Mesoderm,Dare_Mesoderm
1663-0-6,Neural Mid,Dare_Neural Mid
1667-0-6,Mesoderm,Dare_Mesoderm
1668-0-6,Neural Mid,Dare_Neural Mid
1672-0-6,Mesoderm,Dare_Mesoderm
1673-0-6,Neural Mid,Dare_Neural Mid
1677-0-6,Neural Posterior,Dare_Neural Posterior
1678-0-6,Neural Mid,Dare_Neural Mid
1682-0-6,Neural Posterior,Dare_Neural Posterior
1683-0-6,Neural Mid,Dare_Neural Mid
1687-0-6,Mesoderm,Dare_Mesoderm
1688-0-6,Neural Posterior,Dare_Neural Posterior
1692-0-6,Neural Posterior,Dare_Neural Posterior
1693-0-6,Neural Mid,Dare_Neural Mid
1697-0-6,Mesoderm,Dare_Mesoderm
1698-0-6,Mesoderm,Dare_Mesoderm
1702-0-6,Neural Posterior,Dare_Neural Posterior
1703-0-6,Neural Mid,Dare_Neural Mid
1707-0-6,Epidermal,Dare_Epidermal
1708-0-6,Neural Posterior,Dare_Neural Posterior
1712-0-6,Epidermal,Dare_Epidermal
1713-0-6,Neural Mid,Dare_Neural Mid
1717-0-6,Neural Posterior,Dare_Neural Posterior
1718-0-6,Epidermal,Dare_Epidermal
1722-0-6,Neural Crest,Dare_Neural Crest
1723-0-6,Mesoderm,Dare_Mesoderm
1727-0-6,Neural Posterior,Dare_Neural Posterior
1728-0-6,Neural Mid,Dare_Neural Mid
1732-0-6,Neural Anterior,Dare_Neural Anterior
1733-0-6,Neural Posterior,Dare_Neural Posterior
1737-0-6,Neural Anterior,Dare_Neural Anterior
1738-0-6,Mesoderm,Dare_Mesoderm
1742-0-6,Neural Mid,Dare_Neural Mid
1743-0-6,Neural Anterior,Dare_Neural Anterior
1747-0-6,Mesoderm,Dare_Mesoderm
1748-0-6,Neural Mid,Dare_Neural Mid
1752-0-6,Epidermal,Dare_Epidermal
1753-0-6,Neural Posterior,Dare_Neural Posterior
1757-0-6,Mesoderm,Dare_Mesoderm
1758-0-6,Neural Posterior,Dare_Neural Posterior
1762-0-6,Neural Anterior,Dare_Neural Anterior
1763-0-6,Neural Posterior,Dare_Neural Posterior
1767-0-6,Mesoderm,Dare_Mesoderm
1768-0-6,Neural Posterior,Dare_Neural Posterior
1772-0-6,Epidermal,Dare_Epidermal
1773-0-6,Mesoderm,Dare_Mesoderm
1777-0-6,Neural Posterior,Dare_Neural Posterior
1778-0-6,Neural Posterior,Dare_Neural Posterior
1782-0-6,Neural Anterior,Dare_Neural Anterior
1783-0-6,Neural Posterior,Dare_Neural Posterior
1787-0-6,Neural Mid,Dare_Neural Mid
1788-0-6,Neural Posterior,Dare_Neural Posterior
1792-0-6,Mesoderm,Dare_Mesoderm
1793-0-6,Neural Anterior,Dare_Neural Anterior
1797-0-6,Neural Mid,Dare_Neural Mid
1798-0-6,Neural Mid,Dare_Neural Mid
1802-0-6,Neural Posterior,Dare_Neural Posterior
1803-0-6,Neural Posterior,Dare_Neural Posterior
1807-0-6,Neural Posterior,Dare_Neural Posterior
1808-0-6,Neural Mid,Dare_Neural Mid
1812-0-6,Neural Anterior,Dare_Neural Anterior
1813-0-6,Neural Posterior,Dare_Neural Posterior
1817-0-6,Mesoderm,Dare_Mesoderm
1818-0-6,Neural Anterior,Dare_Neural Anterior
1822-0-6,Neural Posterior,Dare_Neural Posterior
1823-0-6,Neural Posterior,Dare_Neural Posterior
1827-0-6,Mesoderm,Dare_Mesoderm
1828-0-6,Neural Mid,Dare_Neural Mid
1832-0-6,Neural Anterior,Dare_Neural Anterior
1833-0-6,Neural Anterior,Dare_Neural Anterior
1837-0-6,Neural Anterior,Dare_Neural Anterior
1838-0-6,Epidermal,Dare_Epidermal
1842-0-6,Neural Mid,Dare_Neural Mid
1843-0-6,Neural Mid,Dare_Neural Mid
1847-0-6,Neural Posterior,Dare_Neural Posterior
1848-0-6,Neural Posterior,Dare_Neural Posterior
1852-0-6,Neural Anterior,Dare_Neural Anterior
1853-0-6,Neural Posterior,Dare_Neural Posterior
1857-0-6,Mesoderm,Dare_Mesoderm
1858-0-6,Neural Posterior,Dare_Neural Posterior
1862-0-6,Neural Anterior,Dare_Neural Anterior
1863-0-6,Neural Mid,Dare_Neural Mid
1867-0-6,Neural Mid,Dare_Neural Mid
1868-0-6,Neural Posterior,Dare_Neural Posterior
1872-0-6,Neural Anterior,Dare_Neural Anterior
1873-0-6,Neural Posterior,Dare_Neural Posterior
1877-0-6,Neural Mid,Dare_Neural Mid
1878-0-6,Neural Posterior,Dare_Neural Posterior
1882-0-6,Neural Posterior,Dare_Neural Posterior
1883-0-6,Neural Anterior,Dare_Neural Anterior
1887-0-6,Neural Anterior,Dare_Neural Anterior
1888-0-6,Neural Mid,Dare_Neural Mid
1892-0-6,Neural Posterior,Dare_Neural Posterior
1893-0-6,Neural Anterior,Dare_Neural Anterior
1897-0-6,Neural Mid,Dare_Neural Mid
1898-0-6,Epidermal,Dare_Epidermal
1902-0-6,Neural Anterior,Dare_Neural Anterior
1903-0-6,Neural Posterior,Dare_Neural Posterior
1907-0-6,Neural Mid,Dare_Neural Mid
1908-0-6,Epidermal,Dare_Epidermal
1912-0-6,Neural Mid,Dare_Neural Mid
1913-0-6,Neural Anterior,Dare_Neural Anterior
1917-0-6,Neural Anterior,Dare_Neural Anterior
1918-0-6,Epidermal,Dare_Epidermal
1922-0-6,Neural Posterior,Dare_Neural Posterior
1923-0-6,Neural Posterior,Dare_Neural Posterior
1927-0-6,Neural Mid,Dare_Neural Mid
1928-0-6,Neural Anterior,Dare_Neural Anterior
1932-0-6,Mesoderm,Dare_Mesoderm
1933-0-6,Neural Posterior,Dare_Neural Posterior
1937-0-6,Neural Anterior,Dare_Neural Anterior
1938-0-6,Mesoderm,Dare_Mesoderm
1942-0-6,Neural Anterior,Dare_Neural Anterior
1943-0-6,Neural Posterior,Dare_Neural Posterior
1947-0-6,Neural Anterior,Dare_Neural Anterior
1948-0-6,Neural Anterior,Dare_Neural Anterior
1952-0-6,Mesoderm,Dare_Mesoderm
1953-0-6,Mesoderm,Dare_Mesoderm
1957-0-6,Neural Anterior,Dare_Neural Anterior
1958-0-6,Neural Mid,Dare_Neural Mid
1962-0-6,Neural Posterior,Dare_Neural Posterior
1963-0-6,Neural Posterior,Dare_Neural Posterior
1967-0-6,Neural Posterior,Dare_Neural Posterior
1968-0-6,Neural Posterior,Dare_Neural Posterior
1972-0-6,Endoderm,Dare_Endoderm
1973-0-6,Neural Posterior,Dare_Neural Posterior
1977-0-6,Neural Anterior,Dare_Neural Anterior
1978-0-6,Neural Mid,Dare_Neural Mid
1982-0-6,Mesoderm,Dare_Mesoderm
1983-0-6,Neural Crest,Dare_Neural Crest
1987-0-6,Neural Anterior,Dare_Neural Anterior
1988-0-6,Neural Posterior,Dare_Neural Posterior
1992-0-6,Neural Anterior,Dare_Neural Anterior
1993-0-6,Epidermal,Dare_Epidermal
1997-0-6,Neural Mid,Dare_Neural Mid
1998-0-6,Endoderm,Dare_Endoderm
2002-0-6,Endoderm,Dare_Endoderm
2003-0-6,Neural Mid,Dare_Neural Mid
2007-0-6,Neural Posterior,Dare_Neural Posterior
2008-0-6,Mesoderm,Dare_Mesoderm
2012-0-6,Neural Crest,Dare_Neural Crest
2013-0-6,Neural Anterior,Dare_Neural Anterior
2017-0-6,Neural Posterior,Dare_Neural Posterior
2018-0-6,Neural Posterior,Dare_Neural Posterior
2022-0-6,Neural Posterior,Dare_Neural Posterior
2023-0-6,Neural Posterior,Dare_Neural Posterior
2027-0-6,Neural Mid,Dare_Neural Mid
2028-0-6,Neural Posterior,Dare_Neural Posterior
2032-0-6,Neural Mid,Dare_Neural Mid
2033-0-6,Epidermal,Dare_Epidermal
2037-0-6,Neural Posterior,Dare_Neural Posterior
2038-0-6,Neural Mid,Dare_Neural Mid
2042-0-6,Mesoderm,Dare_Mesoderm
2043-0-6,Neural Mid,Dare_Neural Mid
2047-0-6,Neural Anterior,Dare_Neural Anterior
2048-0-6,Neural Posterior,Dare_Neural Posterior
2052-0-6,Neural Crest,Dare_Neural Crest
2053-0-6,Neural Anterior,Dare_Neural Anterior
2057-0-6,Epidermal,Dare_Epidermal
2058-0-6,Neural Anterior,Dare_Neural Anterior
2062-0-6,Neural Posterior,Dare_Neural Posterior
2063-0-6,Mesoderm,Dare_Mesoderm
2067-0-6,Mesoderm,Dare_Mesoderm
2068-0-6,Neural Anterior,Dare_Neural Anterior
2072-0-6,Neural Posterior,Dare_Neural Posterior
2073-0-6,Mesoderm,Dare_Mesoderm
2077-0-6,Neural Posterior,Dare_Neural Posterior
2078-0-6,Neural Anterior,Dare_Neural Anterior
2082-0-6,Neural Mid,Dare_Neural Mid
2083-0-6,Neural Posterior,Dare_Neural Posterior
2087-0-6,Neural Posterior,Dare_Neural Posterior
2088-0-6,Neural Posterior,Dare_Neural Posterior
2092-0-6,Neural Crest,Dare_Neural Crest
2093-0-6,Neural Mid,Dare_Neural Mid
2097-0-6,Neural Anterior,Dare_Neural Anterior
2098-0-6,Neural Posterior,Dare_Neural Posterior
2102-0-6,Mesoderm,Dare_Mesoderm
2103-0-6,Neural Posterior,Dare_Neural Posterior
2107-0-6,Neural Crest,Dare_Neural Crest
2112-0-6,Neural Posterior,Dare_Neural Posterior
2113-0-6,Neural Mid,Dare_Neural Mid
2117-0-6,Neural Posterior,Dare_Neural Posterior
2118-0-6,Neural Mid,Dare_Neural Mid
2122-0-6,Endoderm,Dare_Endoderm
2127-0-6,Neural Posterior,Dare_Neural Posterior
2128-0-6,Neural Posterior,Dare_Neural Posterior
2132-0-6,Neural Mid,Dare_Neural Mid
2133-0-6,Neural Mid,Dare_Neural Mid
2137-0-6,Mesoderm,Dare_Mesoderm
2138-0-6,Neural Posterior,Dare_Neural Posterior
2142-0-6,Neural Anterior,Dare_Neural Anterior
2143-0-6,Neural Posterior,Dare_Neural Posterior
2147-0-6,Neural Anterior,Dare_Neural Anterior
2148-0-6,Neural Posterior,Dare_Neural Posterior
2152-0-6,Neural Posterior,Dare_Neural Posterior
2153-0-6,Neural Posterior,Dare_Neural Posterior
2157-0-6,Neural Posterior,Dare_Neural Posterior
2158-0-6,Neural Posterior,Dare_Neural Posterior
2162-0-6,Neural Anterior,Dare_Neural Anterior
2163-0-6,Neural Anterior,Dare_Neural Anterior
2167-0-6,Neural Posterior,Dare_Neural Posterior
2168-0-6,Mesoderm,Dare_Mesoderm
2172-0-6,Neural Posterior,Dare_Neural Posterior
2173-0-6,Neural Anterior,Dare_Neural Anterior
2177-0-6,Neural Anterior,Dare_Neural Anterior
2178-0-6,Neural Posterior,Dare_Neural Posterior
2182-0-6,Neural Posterior,Dare_Neural Posterior
2183-0-6,Neural Posterior,Dare_Neural Posterior
2187-0-6,Neural Posterior,Dare_Neural Posterior
2188-0-6,Neural Mid,Dare_Neural Mid
2192-0-6,Epidermal,Dare_Epidermal
2193-0-6,Neural Posterior,Dare_Neural Posterior
2197-0-6,Neural Posterior,Dare_Neural Posterior
2198-0-6,Neural Mid,Dare_Neural Mid
2202-0-6,Epidermal,Dare_Epidermal
2203-0-6,Neural Posterior,Dare_Neural Posterior
2207-0-6,Neural Anterior,Dare_Neural Anterior
2208-0-6,Neural Posterior,Dare_Neural Posterior
2212-0-6,Neural Anterior,Dare_Neural Anterior
2213-0-6,Neural Anterior,Dare_Neural Anterior
2217-0-6,Neural Anterior,Dare_Neural Anterior
2218-0-6,Neural Mid,Dare_Neural Mid
2222-0-6,Neural Anterior,Dare_Neural Anterior
2223-0-6,Neural Posterior,Dare_Neural Posterior
2227-0-6,Neural Mid,Dare_Neural Mid
2228-0-6,Neural Posterior,Dare_Neural Posterior
2232-0-6,Neural Posterior,Dare_Neural Posterior
2233-0-6,Neural Mid,Dare_Neural Mid
2237-0-6,Neural Posterior,Dare_Neural Posterior
2238-0-6,Mesoderm,Dare_Mesoderm
2242-0-6,Neural Posterior,Dare_Neural Posterior
2243-0-6,Neural Posterior,Dare_Neural Posterior
2247-0-6,Neural Posterior,Dare_Neural Posterior
2248-0-6,Neural Posterior,Dare_Neural Posterior
2252-0-6,Neural Mid,Dare_Neural Mid
2253-0-6,Epidermal,Dare_Epidermal
2257-0-6,Endoderm,Dare_Endoderm
2258-0-6,Neural Posterior,Dare_Neural Posterior
2262-0-6,Mesoderm,Dare_Mesoderm
2263-0-6,Mesoderm,Dare_Mesoderm
2267-0-6,Neural Anterior,Dare_Neural Anterior
2268-0-6,Neural Posterior,Dare_Neural Posterior
2272-0-6,Neural Anterior,Dare_Neural Anterior
2273-0-6,Epidermal,Dare_Epidermal
2277-0-6,Neural Mid,Dare_Neural Mid
2278-0-6,Neural Mid,Dare_Neural Mid
2282-0-6,Mesoderm,Dare_Mesoderm
2283-0-6,Neural Posterior,Dare_Neural Posterior
2287-0-6,Mesoderm,Dare_Mesoderm
2288-0-6,Neural Posterior,Dare_Neural Posterior
2292-0-6,Epidermal,Dare_Epidermal
2293-0-6,Neural Anterior,Dare_Neural Anterior
2297-0-6,Neural Mid,Dare_Neural Mid
2298-0-6,Neural Mid,Dare_Neural Mid
2302-0-6,Epidermal,Dare_Epidermal
2303-0-6,Neural Posterior,Dare_Neural Posterior
2307-0-6,Neural Posterior,Dare_Neural Posterior
2308-0-6,Neural Posterior,Dare_Neural Posterior
2312-0-6,Neural Anterior,Dare_Neural Anterior
2313-0-6,Neural Posterior,Dare_Neural Posterior
2317-0-6,Neural Anterior,Dare_Neural Anterior
2318-0-6,Neural Posterior,Dare_Neural Posterior
2322-0-6,Mesoderm,Dare_Mesoderm
2323-0-6,Neural Posterior,Dare_Neural Posterior
2327-0-6,Neural Crest,Dare_Neural Crest
2328-0-6,Neural Posterior,Dare_Neural Posterior
2332-0-6,Neural Mid,Dare_Neural Mid
2337-0-6,Neural Anterior,Dare_Neural Anterior
2338-0-6,Neural Posterior,Dare_Neural Posterior
2342-0-6,Neural Posterior,Dare_Neural Posterior
2343-0-6,Neural Posterior,Dare_Neural Posterior
2347-0-6,Neural Posterior,Dare_Neural Posterior
2348-0-6,Neural Mid,Dare_Neural Mid
2352-0-6,Neural Posterior,Dare_Neural Posterior
2353-0-6,Neural Anterior,Dare_Neural Anterior
2357-0-6,Mesoderm,Dare_Mesoderm
2362-0-6,Mesoderm,Dare_Mesoderm
2363-0-6,Mesoderm,Dare_Mesoderm
2367-0-6,Neural Posterior,Dare_Neural Posterior
2372-0-6,Mesoderm,Dare_Mesoderm
2377-0-6,Neural Posterior,Dare_Neural Posterior
2378-0-6,Neural Posterior,Dare_Neural Posterior
2382-0-6,Neural Posterior,Dare_Neural Posterior
2383-0-6,Neural Posterior,Dare_Neural Posterior
2387-0-6,Neural Anterior,Dare_Neural Anterior
2388-0-6,Neural Posterior,Dare_Neural Posterior
2392-0-6,Neural Mid,Dare_Neural Mid
2393-0-6,Neural Posterior,Dare_Neural Posterior
2397-0-6,Mesoderm,Dare_Mesoderm
2398-0-6,Epidermal,Dare_Epidermal
2402-0-6,Mesoderm,Dare_Mesoderm
2403-0-6,Neural Mid,Dare_Neural Mid
2407-0-6,Epidermal,Dare_Epidermal
2408-0-6,Neural Anterior,Dare_Neural Anterior
2412-0-6,Neural Anterior,Dare_Neural Anterior
2413-0-6,Neural Posterior,Dare_Neural Posterior
2417-0-6,Neural Posterior,Dare_Neural Posterior
2418-0-6,Neural Posterior,Dare_Neural Posterior
2422-0-6,Neural Posterior,Dare_Neural Posterior
2423-0-6,Neural Posterior,Dare_Neural Posterior
2427-0-6,Neural Posterior,Dare_Neural Posterior
2428-0-6,Neural Posterior,Dare_Neural Posterior
2432-0-6,Neural Posterior,Dare_Neural Posterior
2433-0-6,Epidermal,Dare_Epidermal
2437-0-6,Neural Posterior,Dare_Neural Posterior
2438-0-6,Neural Mid,Dare_Neural Mid
2442-0-6,Neural Mid,Dare_Neural Mid
2443-0-6,Neural Posterior,Dare_Neural Posterior
2447-0-6,Neural Mid,Dare_Neural Mid
2448-0-6,Neural Posterior,Dare_Neural Posterior
2452-0-6,Neural Anterior,Dare_Neural Anterior
2453-0-6,Neural Posterior,Dare_Neural Posterior
2457-0-6,Mesoderm,Dare_Mesoderm
2458-0-6,Neural Posterior,Dare_Neural Posterior
2462-0-6,Neural Posterior,Dare_Neural Posterior
2463-0-6,Neural Posterior,Dare_Neural Posterior
2467-0-6,Mesoderm,Dare_Mesoderm
2468-0-6,Neural Posterior,Dare_Neural Posterior
2472-0-6,Neural Posterior,Dare_Neural Posterior
2473-0-6,Neural Posterior,Dare_Neural Posterior
2477-0-6,Neural Anterior,Dare_Neural Anterior
2478-0-6,Neural Mid,Dare_Neural Mid
2482-0-6,Mesoderm,Dare_Mesoderm
2483-0-6,Neural Posterior,Dare_Neural Posterior
2487-0-6,Neural Anterior,Dare_Neural Anterior
2488-0-6,Neural Mid,Dare_Neural Mid
2492-0-6,Neural Crest,Dare_Neural Crest
2493-0-6,Neural Anterior,Dare_Neural Anterior
2498-0-6,Neural Posterior,Dare_Neural Posterior
2502-0-6,Neural Posterior,Dare_Neural Posterior
2503-0-6,Neural Posterior,Dare_Neural Posterior
2507-0-6,Mesoderm,Dare_Mesoderm
2508-0-6,Neural Anterior,Dare_Neural Anterior
2512-0-6,Neural Posterior,Dare_Neural Posterior
2513-0-6,Neural Posterior,Dare_Neural Posterior
2517-0-6,Neural Posterior,Dare_Neural Posterior
2518-0-6,Neural Posterior,Dare_Neural Posterior
2522-0-6,Neural Mid,Dare_Neural Mid
2523-0-6,Neural Anterior,Dare_Neural Anterior
2527-0-6,Neural Anterior,Dare_Neural Anterior
2528-0-6,Neural Posterior,Dare_Neural Posterior
2532-0-6,Mesoderm,Dare_Mesoderm
2533-0-6,Mesoderm,Dare_Mesoderm
2537-0-6,Neural Anterior,Dare_Neural Anterior
2538-0-6,Neural Anterior,Dare_Neural Anterior
2542-0-6,Neural Anterior,Dare_Neural Anterior
2543-0-6,Neural Posterior,Dare_Neural Posterior
2547-0-6,Mesoderm,Dare_Mesoderm
2548-0-6,Neural Anterior,Dare_Neural Anterior
2552-0-6,Neural Posterior,Dare_Neural Posterior
