"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.67686494651864e-06,0.405918244820986,0.075,0.058,0.061690491373818,"Auco_NE, Neural cell","OG0005567"
5.7213964252762e-06,1.07438882697901,0.043,0.03,0.0621744149534764,"Auco_NE, Neural cell","OG0002168"
5.75041308351004e-06,0.850420990055794,0.016,0.009,0.0624897389785036,"Auco_NE, Neural cell","OG0002498"
5.75831923162313e-06,0.165584311028997,0.838,0.829,0.0625756550900486,"Auco_NE, Neural cell","OG0007721"
5.88086785575873e-06,0.763989826682524,0.049,0.036,0.0639073909885301,"Auco_NE, Neural cell","OG0006572"
5.97384781000938e-06,0.10747662078939,0.226,0.199,0.0649178041513719,"Auco_NE, Neural cell","OG0001864"
6.08766967965139e-06,0.237249041920766,0.178,0.153,0.0661547064087716,"Auco_NE, Neural cell","OG0001482"
6.2625365290146e-06,0.703545565365407,0.029,0.019,0.0680549844608016,"Auco_NE, Neural cell","OG0002083"
6.96888846946208e-06,0.423384417587743,0.096,0.078,0.0757309109976445,"Auco_NE, Neural cell","OG0014029"
7.12079988626899e-06,0.429892375751515,0.115,0.095,0.0773817323640851,"Auco_NE, Neural cell","OG0013078"
7.25633217117654e-06,0.275933345130545,0.257,0.232,0.0788545617041755,"Auco_NE, Neural cell","OG0008161"
7.41652867362255e-06,0.392146873594384,0.08,0.063,0.0805954170962563,"Auco_NE, Neural cell","OG0005595"
7.42513918178409e-06,0.422511586572988,0.077,0.06,0.0806889874884477,"Auco_NE, Neural cell","OG0002862"
7.54370628411424e-06,0.687602617602219,0.038,0.027,0.0819774561894695,"Auco_NE, Neural cell","OG0001080"
7.6299742744097e-06,0.406491243059545,0.073,0.056,0.0829149304400102,"Auco_NE, Neural cell","OG0000644"
7.76408776465162e-06,0.525873768206321,0.039,0.028,0.0843723417384691,"Auco_NE, Neural cell","OG0004463"
7.81532429124112e-06,0.497493081250323,0.074,0.058,0.0849291290729173,"Auco_NE, Neural cell","OG0004408"
7.81863379901391e-06,0.33818675657737,0.102,0.083,0.0849650934938842,"Auco_NE, Neural cell","OG0000325"
8.3276716076148e-06,1.22352372887226,0.009,0.004,0.0904968073599501,"Auco_NE, Neural cell","OG0013058"
8.44106233863404e-06,0.292872479731514,0.188,0.163,0.0917290244339361,"Auco_NE, Neural cell","OG0000408"
8.64370488469984e-06,0.433531539244362,0.058,0.043,0.0939311409820332,"Auco_NE, Neural cell","OG0002044"
8.80936980493608e-06,0.795193978481099,0.02,0.012,0.0957314216702404,"Auco_NE, Neural cell","OG0002238"
8.86826809665691e-06,0.436170844795827,0.071,0.055,0.0963714694063706,"Auco_NE, Neural cell","OG0004226"
9.09187044128853e-06,0.820137765967699,0.037,0.025,0.0988013560854825,"Auco_NE, Neural cell","OG0009881"
9.35919310971732e-06,0.481403116819425,0.043,0.03,0.101706351523298,"Auco_NE, Neural cell","OG0002395"
9.437423588349e-06,0.617611792744872,0.044,0.032,0.102556482134589,"Auco_NE, Neural cell","OG0000831"
